id,name,UMLS_CUI,def,MESH,is_a,subset,alt_id,OMIM,synonym,is_obsolete,created_by,creation_date
DOID:0060747,['Duane-radial ray syndrome'],,"['A syndrome characterized by upper limb anomalies, ocular anomalies, and, in some cases, renal anomalies and that has_material_basis_in heterozygous mutation in the SALL4 gene on chromosome 20q13.']",,"['DOID:0050736 ! autosomal dominant disease', 'DOID:225 ! syndrome']",,,OMIM:607323,"['acrorenocular syndrome', 'DR syndrome', 'Duane anomaly with radial ray abnormalities and deafness', 'Okihiro syndrome']",,,
DOID:0060748,['familial temporal lobe epilepsy 1'],,['A temporal lobe epilepsy characterized by autosomal dominant inheritance of partial seizures originating from the temporal lobe that are often accompanied by auditory symptoms and that has_material_basis_in heterozygous mutation in the LGI1 gene on chromosome 10q24.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:600512,"['ETL1', 'partial epilepsy with auditory features']",,,
DOID:0060749,['familial temporal lobe epilepsy 6'],,['A temporal lobe epilepsy that has_material_basis_in variation in the chromosome region 3q25-q26.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:615697,['ETL6'],,,
DOID:0060750,['familial temporal lobe epilepsy 3'],,['A temporal lobe epilepsy characterized by simple or complex partial seizures often accompanied by intense feelings of deja or altered awareness and that has_material_basis_in variation in the chromosome region 4q13.2-q21.3.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:611630,"['familial mesial temporal lobe epilepsy', 'FMTLE']",,,
DOID:0060751,['familial temporal lobe epilepsy 7'],,['A temporal lobe epilepsy characterized by autosomal dominant inheritance of focal seizures with prominent auditory symptoms and that has_material_basis_in heterozygous mutation in the RELN gene on chromosome 7q22.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:616436,['ETL7'],,,
DOID:0060752,['familial temporal lobe epilepsy 5'],,['A temporal lobe epilepsy that has_material_basis_in heterozygous mutation in the CPA6 gene on chromosome 8q13.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0050737 ! autosomal recessive disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:614417,['ETL5'],,,
DOID:0060753,['familial temporal lobe epilepsy 4'],,['A temporal lobe epilepsy characterized by autosomal dominant inheritance of occipitotemporal lobe epilepsy and migraine with visual aura and that has_material_basis_in variation in the chromosome region 9q21-q22.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:611631,"['EPOLM', 'ETL4', 'occipitotemporal lobe epilepsy and migraine with aura']",,,
DOID:0060754,['familial temporal lobe epilepsy 8'],,['A temporal lobe epilepsy characterized by autosomal dominant inheritance of complex partial seizures with occasional secondary generalization and that has_material_basis_in heterozygous mutation in the GAL gene on chromosome 11q13.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:616461,['ETL8'],,,
DOID:0060755,['familial temporal lobe epilepsy 2'],,['A temporal lobe epilepsy characterized by autosomal dominant inheritance of complex or partial seizures and childhood febrile seizures that has_material_basis_in variation in the chromosome region 12q22-q23.3.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:3328 ! temporal lobe epilepsy']",,,OMIM:608096,['ETL2'],,,
DOID:0060756,['sclerosteosis 1'],,['A sclerosteosis that has_material_basis_in homozygous mutation in the SOST gene on chromosome 17q21.'],,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060251 ! sclerosteosis']",,,OMIM:269500,['SOST1'],,,
DOID:0060757,['sclerosteosis 2'],,['A sclerosteosis that has_material_basis_in heterozygous or homozygous mutation in the LRP4 gene on chromosome 11p11.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0050737 ! autosomal recessive disease', 'DOID:0060251 ! sclerosteosis']",,,OMIM:614305,['SOST2'],,,
DOID:0060758,['immunodeficiency with hyper-IgM type 2'],,"['A hyper IgM syndrome that is characterized by normal or elevated serum IgM levels with absence of IgG, IgA, and IgE, resulting in a profound susceptibility to bacterial infections that has_material_basis_in homozygous or compound heterozygous mutation in the AICDA gene on chromosome 12p13.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0080544 ! hyper IgM syndrome']",,,OMIM:605258,"['activation-induced cytidine deaminase deficiency', 'AID deficiency', 'HIGM2', 'hyper-IgM syndrome type 2']",,,
DOID:0060759,['immunodeficiency with hyper IgM type 5'],,"['A hyper IgM syndrome that is characterized by normal or increased serum IgM concentrations associated with low or absent serum IgG, IgA, and IgE concentrations, indicating a defect in the class-switch recombination (CSR) process that has_material_basis_in homozygous or compound heterozygous mutation in the UNG gene on chromosome 12q23-q24.1.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0080544 ! hyper IgM syndrome']",,,OMIM:608106,"['HIGM5', 'hyper-IgM syndrome 5', 'hyper-IgM syndrome due to UNG deficiency', 'hyper-IgM syndrome due to uracil N-glycosylase']",,,
DOID:0060760,['immunodeficiency with hyper-IgM type 4'],,"['A hyper IgM syndrome that is characterized by normal or increased serum IgM concentrations associated with low or absent serum IgG, IgA, and IgE concentrations, indicating a defect in the class-switch recombination (CSR) process.']",,['DOID:0080544 ! hyper IgM syndrome'],,,OMIM:608184,"['HIGM4', 'hyper-IgM syndrome type 4']",,,
DOID:0060761,['familial chronic myelocytic leukemia-like syndrome'],,['A chronic myeloid leukemia characterized by chronic myelocytic leukemia in early infancy and absence of the BCR/ABL fusion gene (Philadelphia chromosome).'],,['DOID:8552 ! chronic myeloid leukemia'],,,OMIM:600080,['familial CML-like syndrome'],,,
DOID:0060762,['lethal restrictive dermopathy'],UMLS_CUI:C0406585,"['A skin disease characterized by thin, tightly adherent translucent skin with erosions at flexure sites, superficial vessels, typical facial dysmorphism, and generalized joint ankylosis that has_material_basis_in heterozygous mutation in the LMNA gene on chromosome 1q22 or by homozygous or compound heterozygous mutation in the ZMPSTE24 gene on chromosome 1p34.']",MESH:C536920,"['DOID:0050737 ! autosomal recessive disease', 'DOID:37 ! skin disease']",,,OMIM:275210,"['hyperkeratosis-contracture syndrome', 'tight skin contracture syndrome']",,,
DOID:0060763,['X-linked juvenile retinoschisis 1'],,['A retinoschisis characterized by schisis (splitting) of the neural retina leading to reduced visual acuity in males due that has_material_basis_in the RS1 gene on chromosome Xp22.'],,"['DOID:0080012 ! X-linked recessive disease', 'DOID:8465 ! retinoschisis']",,,OMIM:312700,"['X-linked juvenile retinoschisis', 'X-linked retinoschisis', 'XLRS']",,,
DOID:0060764,['autosomal recessive Robinow syndrome'],,"['A Robinow syndrome characterized by autosomal recessive inheritance of severe skeletal dysplasia characterized by dysmorphic facial features, including frontal bossing, hypertelorism, and broad nose, short-limbed dwarfism, vertebral segmentation, and genital hypoplasia that has_material_basis_in homozygous or compound heterozygous mutations in the ROR2 gene on chromosome 9q22.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060254 ! Robinow syndrome']",,,OMIM:268310,"['costovertebral segmentation defect-mesomelia syndrome', 'COVESDEM syndrome', 'RRS']",,,
DOID:0060765,['autosomal dominant Robinow syndrome 2'],,"['A Robinow syndrome characterized by autosomal dominant inheritance of mesomelic limb shortening, genital hypoplasia, and distinctive facial features that has_material_basis_in heterozygous mutation in the DVL1 gene on chromosome 1p36.']",,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0060254 ! Robinow syndrome']",,,OMIM:616331,['DRS2'],,,
DOID:0060766,['autosomal dominant Robinow syndrome 1'],,"['A Robinow syndrome characterized by autosomal dominant inheritance of dysmorphic features resembling a fetal face, mesomelic limb shortening, hypoplastic external genitalia in males, and renal and vertebral anomalies that has_material_basis_in heterozygous mutation in the WNT5A gene on chromosome 3p.']",,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0060254 ! Robinow syndrome']",,,OMIM:180700,['DRS1'],,,
DOID:0060767,['autosomal dominant Robinow syndrome 3'],,"['A Robinow syndrome characterized by autosomal dominant inheritance of mesomelia, genital hypoplasia, and distinctive facial features comprising frontal bossing, prominent eyes, and a depressed nasal bridge that has_material_basis_in heterozygous mutation in the DVL3 gene on chromosome 3q27.']",,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0060254 ! Robinow syndrome']",,,OMIM:616894,['DRS3'],,,
DOID:0060768,['Smith-Magenis syndrome'],,"['A chromosomal deletion syndrome that is characterized by mild-to-moderate infantile hypotonia, minor skeletal anomalies, prepubertal short stature, brachydactyly, ophthalmologic and otolaryngologic abnormalities, peripheral neuropathy, developmental delay, cognitive impairment, and behavioral abnormalities that has_material_basis_in a 3.7-Mb interstitial deletion in chromosome 17p11.2 or sometimes by mutations in the RAI1 gene in the same region.']",MESH:D058496,['DOID:0060388 ! chromosomal deletion syndrome'],,,OMIM:182290,"['17p11.2 microdeletion syndrome', 'chromosome 17p11.2 deletion syndrome']",,,
DOID:0060769,"['T-cell immunodeficiency, congenital alopecia, and nail dystrophy']",,"['A severe combined immunodeficiency characterized by congenital alopecia, severe T-cell immunodeficiency, and ridging, pitting or curving of all nails that has_material_basis_in homozygous mutation in the FOXN1 gene on chromosome 17q11-q12.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:627 ! severe combined immunodeficiency']",,,OMIM:601705,"['alymphoid cystic thymic dysgenesis', 'severe T-cell immunodeficiency-congenital alopecia-nail dystrophy syndrome', 'winged helix deficiency']",,,
DOID:0060770,['dextro-looped transposition of the great arteries'],,['A congenital heart disease characterized by complete inversion of the great vessels where the aorta incorrectly arises from the right ventricle and the pulmonary artery incorrectly arises from the left ventricle.'],,['DOID:1682 ! congenital heart disease'],,,OMIM:PS608808,"['congenitally uncorrected transposition of the great arteries', 'congenitally uncorrected transposition of the great vessels', 'D-TGA', 'isolated ventriculoarterial discordance', 'ventriculoarterial discordance with atrioventricular concordance']",,,
DOID:0060771,['dextro-looped transposition of the great arteries 1'],,['A dextro-looped transposition of the great arteries that has_material_basis_in heterozygous missense mutation in the MED13L gene on chromosome 12q24.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0060770 ! dextro-looped transposition of the great arteries']",,,OMIM:608808,['DTGA1'],,,
DOID:0060772,['dextro-looped transposition of the great arteries 3'],,['A dextro-looped transposition of the great arteries that has_material_basis_in heterozygous mutation in the GDF1 gene on chromosome 19p13.'],,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0060770 ! dextro-looped transposition of the great arteries']",,,OMIM:613854,['DTGA3'],,,
DOID:0060773,['cleft lip-palate-ectodermal dysplasia syndrome'],,"['A syndrome characterized by cleft lip, cleft palate, hypodontia, anodontia, microdontia, syndactyly, palmoplantar hyperkeratosis, onychodysplasia, and sparse hair that has_material_basis_in homozygous mutation in the NECTIN1 gene on chromosome 11q23.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:225 ! syndrome']",,,OMIM:225060,"['cleft lip/palate-syndactyly-pili torti syndrome', 'CLPED1', 'Margarita type of ectodermal dysplasia', 'syndactyly-ectodermal dysplasia-cleft/lip palate', 'Zlotogora-Zilberman-Tenenbaum syndrome']",,,
DOID:0060774,['congenital diarrhea'],,['A diarrhea that is characterized by frequent loose or liquid bowel movements where the disease is present from birth.'],,['DOID:13250 ! diarrhea'],,,OMIM:PS214700,,,,
DOID:0060775,['microvillus inclusion disease'],,"['A congenital diarrhea characterized by onset of intractable life-threatening watery diarrhea during infancy, lack of microvilli on the surface of enterocytes and occurrence of intracellular vacuolar structures containing microvilli that has_material_basis_in homozygous or compound heterozygous mutation in the MYO5B gene on chromosome 18q21.']",MESH:C537470,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060774 ! congenital diarrhea']",,,OMIM:251850,"['congenital familial protracted diarrhea with enterocyte brush-border abnormalities', 'congenital microvillus atrophy', 'Davidson disease', 'diarrhea 2 with microvillus atrophy', 'intractable diarrhea of infancy', 'MVD']",,,
DOID:0060776,['congenital diarrhea 5 with tufting enteropathy'],,"['A congenital diarrhea characterized by intractable diarrhea of infancy with villous atrophy, absence of inflammation, and intestinal epithelial cell dysplasia manifesting as focal epithelial tufts in the duodenum and jejunum that has_material_basis_in homozygous or compound heterozygous mutation in the EPCAM gene on chromosome 2p21.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060774 ! congenital diarrhea']",,,OMIM:613217,"['congenital diarrhoea 5 with tufting enteropathy', 'congenital familial intractable diarrhea with epithelial or epithelium abnormalities', 'congenital familial intractable diarrhoea with epithelial or epithelium abnormalities', 'congenital tufting enteropathy', 'DIAR5', 'tufting enteropathy']",,,
DOID:0060777,['congenital secretory sodium diarrhea 8'],,['A secretory diarrhea that has_material_basis_in homozygous or compound heterozygous mutation in the SLC9A3 gene on chromosome 5p15.'],,"['DOID:0050129 ! secretory diarrhea', 'DOID:0050737 ! autosomal recessive disease']",,,OMIM:616868,['DIAR8'],,,
DOID:0060778,['congenital diarrhea 7 with exudative enteropathy'],,"['A congenital diarrhea characterized by watery diarrhea, protein-losing enteropathy, patchy areas of dystrophic microvilli in the duodenum and patchy areas of villous atrophy that has_material_basis_in homozygous mutation in the DGAT1 gene on chromosome 8q24.3.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060774 ! congenital diarrhea']",,,OMIM:615863,"['congenital chronic diarrhea with exudative enteropathy', 'congenital chronic diarrhea with protein-losing enteropathy', 'congenital chronic diarrhoea with exudative enteropathy', 'congenital chronic diarrhoea with protein-losing enteropathy', 'congenital diarrhoea 7 with exudative enteropathy']",,,
DOID:0060779,['congenital malabsorptive diarrhea 4'],,['A congenital diarrhea characterized by chronic unremitting malabsorptive diarrhea and a profound dysgenesis of the enteroendocrine cells that has_material_basis_in mutation in the gene encoding neurogenin-3 (NEUROG3) on chromosome 10q21.3.'],,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060774 ! congenital diarrhea']",,,OMIM:610370,"['congenital malabsorptive diarrhea due to paucity of enteroendocrine cells', 'congenital malabsorptive diarrhoea 4', 'congenital malabsorptive diarrhoea due to paucity of enteroendocrine cells', 'enteric anendocrinosis']",,,
DOID:0060780,['congenital diarrhea 6'],,"['A congenital diarrhea characterized by mild, early-onset chronic diarrhea that has_material_basis_in heterozygous mutation in the GUCY2C gene on chromosome 12p12.']",,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0060774 ! congenital diarrhea']",,,OMIM:614616,"['chronic diarrhea due to guanylate cyclase 2C overactivity', 'chronic diarrhoea due to guanylate cyclase 2C overactivity', 'congenital diarrhoea 6']",,,
DOID:0060781,['congenital secretory sodium diarrhea 3'],,['A secretory diarrhea that has_material_basis_in homozygous or compound heterozygous mutation in the SPINT2 gene on chromosome 19q13.'],,"['DOID:0050129 ! secretory diarrhea', 'DOID:0050737 ! autosomal recessive disease']",,,OMIM:270420,"['congenital secretory sodium diarrhea 3 syndromic', 'congenital secretory sodium diarrhea 3 with or without other congenital anomalies', 'congenital secretory sodium diarrhoea 3', 'congenital secretory sodium diarrhoea 3 syndromic', 'congenital secretory sodium diarrhoea 3 with or without other congenital anomalies']",,,
DOID:0060782,['EEC syndrome'],UMLS_CUI:C0406704,"['A syndrome characterized by ectrodactyly, ectodermal dysplasia, and orofacial clefts (cleft lip-palate).']",MESH:C536189,"['DOID:0050736 ! autosomal dominant disease', 'DOID:225 ! syndrome']",,,,"['ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome', 'ectrodactyly-ectodermal dysplasia-clefting syndrome', 'Rudiger syndrome 1', 'Walker-Clodius syndrome']",,,
DOID:0060783,"['ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 3']",UMLS_CUI:C0406704,"['An EEC syndrome characterized by autosomal dominant inheritance of absence of the central parts of the hands and feet, resulting in split-hand/foot malformation, ectodermal dysplasia, and cleft lip with or without cleft palate that has_material basis in heterozygous mutation in the TP63 gene on chromosome 3q28.']",MESH:C536189,['DOID:0060782 ! EEC syndrome'],,,OMIM:604292,"['EEC syndrome 3', 'EEC3']",,,
DOID:0060784,"['ectrodactyly, ectodermal dysplasia, and cleft lip-palate syndrome 1']",UMLS_CUI:C0406704,['An EEC syndrome characterized by autosomal dominant inheritance that has_material basis in variation in the chromosome region 7q11.2-q21.3.'],MESH:C536189,['DOID:0060782 ! EEC syndrome'],,,OMIM:129900,"['EEC syndrome 1', 'EEC1']",,,
DOID:0060785,['adult-onset autosomal dominant demyelinating leukodystrophy'],UMLS_CUI:C3164344,"['A leukodystrophy characterized by onset in the 4th or 5th decade of life of autonomic abnormalities, pyramidal and cerebellar dysfunction, and symmetric demyelination of the CNS that has_material_basis_in heterozygous tandem genomic duplication resulting in an extra copy of the LMNB1 gene on chromosome 5q.']",,"['DOID:0050736 ! autosomal dominant disease', 'DOID:10579 ! leukodystrophy']",,,OMIM:169500,"['ADLD', 'adult-onset autosomal dominant leukodystrophy', 'autosomal-dominant or late-onset type Pelizaeus-Merzbacher disease']",,,
DOID:0060786,['hypomyelinating leukodystrophy'],,['A leukodystrophy characterized by T2 hyperintensity and T1 iso- or hyperintensity of affected white matter in the central nervous system.'],,['DOID:10579 ! leukodystrophy'],,,OMIM:PS312080,['HLD'],,,
DOID:0060787,['hypomyelinating leukodystrophy 2'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of nystagmus, impaired motor development, ataxia, choreoathetotic movements, dysarthria, and progressive spasticity that has_material_basis_in homozygous or compound heterozygous mutation in the GJC2 gene on chromosome 1q42.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:608804,"['HLD2', 'Pelizaeus-Merzbacher-like disease 1', 'Pelizaeus-Merzbacher-like disease due to GJC2 mutation', 'PMLD1']",,,
DOID:0060788,['hypomyelinating leukodystrophy 10'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of progressive postnatal microcephaly, severely delayed psychomotor development and hypomyelination that has_material_basis_in homozygous mutation in the PYCR2 gene on chromosome 1q42.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:616420,['HLD10'],,,
DOID:0060789,['hypomyelinating leukodystrophy 4'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of hypotonia, nystagmus, psychomotor developmental delay, and severe hypomyelinating leukoencephalopathy that has_material_basis_in homozygous mutation in the HSPD1 gene on chromosome 2q33.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:612233,"['HLD4', 'MitCHAP60 disease', 'mitochondrial HSP60 chaperonopathy', 'Pelizaeus-Merzbacher-like disease due to HSPD1 mutation']",,,
DOID:0060790,['hypomyelinating leukodystrophy 3'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of early infantile onset of global developmental delay, lack of development, lack of speech acquisition, and peripheral spasticity associated with decreased myelination in the central nervous system that has_material_basis_in homozygous mutation in the AIMP1 gene on chromosome 4q24.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:260600,"['HLD3', 'Pelizaeus-Merzbacher-like disease due to AIMP1 mutation']",,,
DOID:0060791,['hypomyelinating leukodystrophy 9'],,"['A hypomyelinating leukodystrophy characterized by delayed psychomotor development, spasticity, and nystagmus starting in the first year of life that has_material_basis_in compound heterozygous mutation in the RARS gene on chromosome 5q34.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:616140,"['HLD9', 'RARS-related autosomal recessive hypomyelinating leukodystrophy']",,,
DOID:0060792,['hypomyelinating leukodystrophy 11'],,['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of delayed psychomotor development and other neurologic features associated with hypomyelination that has_material_basis_in homozygous or compound heterozygous mutation in the POLR1C gene on chromosome 6p21.'],,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:616494,['HLD11'],,,
DOID:0060793,['hypomyelinating leukodystrophy 5'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of congenital cataract, progressive neurologic impairment, and diffuse myelin deficiency that has_material_basis_in homozygous mutation in the FAM126A gene on chromosome 7p15.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:610532,"['HLD5', 'hypomyelination-congenital cataract syndrome']",,,
DOID:0060794,['hypomyelinating leukodystrophy 7 with or without oligodontia and-or hypogonadotropic hypogonadism'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of hildhood onset of progressive motor decline manifest as spasticity, ataxia, tremor, and cerebellar signs, as well as mild cognitive regression that has_material_basis_in homozygous or compound heterozygous mutation in the POLR3A gene on chromosome 10q22.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:607694,"['ataxia-delayed dentition-hypomyelination syndrome; odontoleukodystrophy', 'dentoleukoencephalopathy', 'HLD7', 'hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome', 'leukodystrophy with oligodontia', 'leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome', 'TACH syndrome', 'tremor-ataxia-central hypomyelination syndrome']",,,
DOID:0060795,['hypomyelinating leukodystrophy 13'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of infantile onset of delayed psychomotor development, axial hypotonia, and spasticity associated with delayed myelination and periventricular white matter abnormalities that has_material_basis_in homozygous mutation in the C11ORF73 gene on chromosome 11q14.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:616881,['HLD13'],,,
DOID:0060796,['hypomyelinating leukodystrophy 12'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of severely delayed or even lack of psychomotor development that becomes apparent in the first months of life, acquired microcephaly and delayed myelination that has_material_basis_in homozygous mutation in the VPS11 gene on chromosome 11q23.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:616683,['HLD12'],,,
DOID:0060797,['hypomyelinating leukodystrophy 8 with or without oligodontia and-or hypogonadotropic hypogonadism'],,"['A hypomyelinating leukodystrophy characterized by autosomal recessive inheritance of early childhood onset of cerebellar ataxia, mild intellectual disabilities associated with diffuse hypomyelination and variable development of oligodontia and/or  hypogonadotropic hypogonadism that has_material_basis_in compound heterozygous mutation in the POLR3B gene on chromosome 12q23.']",,"['DOID:0050737 ! autosomal recessive disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:614381,['HLD8'],,,
DOID:0060798,['hypomyelinating leukodystrophy 6'],,"['A hypomyelinating leukodystrophy characterized by infant or early childhood onset of delayed motor development and gait instability, followed by extrapyramidal movement disorders, progressive spastic tetraplegia, ataxia, hypomyelination, cerebellar atrophy, and atrophy or disappearance of the putamen that has_material_basis_in heterozygous mutation in the TUBB4A gene on chromosome 19p13.']",,"['DOID:0050736 ! autosomal dominant disease', 'DOID:0060786 ! hypomyelinating leukodystrophy']",,,OMIM:612438,"['H-ABC', 'HABC', 'HLD6', 'hypomyelinating leukodystrophy with atrophy of the basal ganglia and cerebellum', 'hypomyelination with atrophy of basal ganglia and cerebellum']",,,
DOID:0060799,['syndromic X-linked intellectual disability Lubs type'],UMLS_CUI:C1846058,"['A syndromic X-linked intellectual disability characterized by moderate to profound intellectual disability, infantile hypotonia, mild dysmorphic features, poor speech development, autistic features, seizures, progressive spasticity, and recurrent infections in males that has_material_basis_in duplication or triplication of the MECP2 gene on chromosome Xq28.']",MESH:C537723,"['DOID:0060309 ! syndromic X-linked intellectual disability', 'DOID:0060429 ! chromosomal duplication syndrome']",['NCIthesaurus'],,OMIM:300260,"['Lubs X-linked mental retardation syndrome', 'MECP2 duplication syndrome', 'mental retardation, X-linked, syndromic, Lubs type', 'mental retardation, X-linked, with recurrent respiratory infections', 'MRXSL', 'X-linked intellectual disability-hypotonia-recurrent Infections syndrome']",,,
DOID:0060800,['syndromic X-linked intellectual disability 5'],UMLS_CUI:C0796254,"['A syndromic X-linked intellectual disability characterized by intellectual disability and variable features including; choreoathetosis, hydrocephalus, Dandy-Walker malformation, seizures, and iron or calcium deposition in the brain that has_material_basis_in mutation in the AP1S2 gene on chromosome Xp22.']",MESH:C535773,"['DOID:0060309 ! syndromic X-linked intellectual disability', 'DOID:0080012 ! X-linked recessive disease']",['NCIthesaurus'],,OMIM:304340,"['Fried syndrome', 'Mental retardation, X-linked syndromic 5', 'MRX59', 'MRXS21', 'Pettigrew syndrome', 'syndromic X-linked mental retardation 21', 'syndromic X-linked mental retardation Fried type', 'X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome', 'X-linked mental retardation 59', 'X-linked metal retardation with Dandy-Walker malformation, basal ganglia disease, and seizures']",,,
DOID:0060801,['MEHMO syndrome'],UMLS_CUI:C1846278,"['A syndromic X-linked intellectual disability characterized by severe intellectual deficit, epilepsy, microcephaly, hypogenitalism and obesity with variable occurrence of growth delay and diabetes that has_material_basis_in variation in the chromosome region Xp22.13-p21.1.']",MESH:C537451,"['DOID:0060309 ! syndromic X-linked intellectual disability', 'DOID:0080012 ! X-linked recessive disease']",,,OMIM:300148,"['mental retardation, epileptic seizures, hypogonadism and hypogenitalism, microcephaly, and obesity', 'MRXS20', 'MRXS25', 'syndromic X-linked mental retardation 20', 'syndromic X-linked mental retardation 25', 'X-linked intellectual disability-epileptic seizures-hypogenitalism-microcephaly-obesity syndrome']",,,
DOID:0060802,['syndromic X-linked intellectual disability Snyder type'],,"['A syndromic X-linked intellectual disability characterized by mild to profound intellectual disability, facial asymmetry, marfanoid habitus, asthenic habitus, unsteady gait, thickened lower lip, nasal dysarthic speech, narrow or cleft palate, osteoporosis, kyphoscoliosis, long great toes, short stature, pectus carinatum, and myopia that has_material_basis_in mutation in the SMS gene on chromosome Xp22.']",,"['DOID:0060309 ! syndromic X-linked intellectual disability', 'DOID:0080012 ! X-linked recessive disease']",,,OMIM:309583,"['mental retardation, X-linked, Snyder-Robinson type', 'Snyder-Robinson mental retardation syndrome', 'Snyder-Robinson syndrome', 'spermine synthase deficiency', 'SRS']",,,
DOID:0060803,['syndromic X-linked intellectual disability 17'],,"['A syndromic X-linked intellectual disability characterized by global developmental delay, delayed motor development, lack of speech development, intellectual disability, alacrima and in some patients achalasia and/or anisocoria that has_material_basis_in variation in the chromosome region Xp21.1-p11.23.']",,"['DOID:0060309 ! syndromic X-linked intellectual disability', 'DOID:0080012 ! X-linked recessive disease']",,,OMIM:300858,"['intellectual disability-alacrima-achalasia syndrome', 'mental retardation, X-linked, syndromic 17', 'X-linked mental retardation with alacrima and achalasia']",,,
DOID:0060804,['syndromic X-linked intellectual disability 12'],,"['A syndromic X-linked intellectual disability characterized by severe intellectual deficit, mutism, epilepsy, growth retardation or failure and recurrent infections that has_material_basis_in variation in the chromosome region Xp11.']",,['DOID:0060309 ! syndromic X-linked intellectual disability'],,,OMIM:309545,"['mental retardation, X-linked, syndromic 12', 'X-linked intellectual disability, Wilson type']",,,
DOID:0060805,['Prieto syndrome'],,"['A syndromic X-linked intellectual disability characterized by intellectual disability, facial dysmorphism, patella luxation, clinodactyly, subcortical cerebral atrophy, and abnormal growth of the teeth that has_material_basis_in variation in the chromosome region Xp11-q21.']",,"['DOID:0060309 ! syndromic X-linked intellectual disability', 'DOID:0080012 ! X-linked recessive disease']",,,OMIM:309610,"['Prieto-Badia-Mulas syndrome', 'X-linked intellectual disability-dysmorphism-cerebral atrophy syndrome']",,,
